lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
earlysocog-fm,s45,IDS,IDS3,7,"	2.84","	6.60",noerror,NA,"standing on mom, back turned"
earlysocog-fm,s45,ADS,ADS3,8,"	1.16","	5.06",noerror,NA,"standing on mom, back turned"
earlysocog-fm,s45,IDS,IDS2,9,"	2.55","	4.65",noerror,NA,"standing on mom, back turned"
earlysocog-fm,s45,ADS,ADS2,10,"	2.86","	4.95",noerror,NA,"standing on mom, back turned"
earlysocog-fm,s45,ADS,ADS4,11,"	3.44","	7.05",noerror,NA,"standing on mom, back turned"
earlysocog-fm,s45,IDS,IDS4,12,"	2.65","	4.77",noerror,NA,"standing on mom, back turned"
earlysocog-fm,s45,ADS,ADS6,13,"	1.55","	3.83",noerror,NA,"standing on mom, back turned"
earlysocog-fm,s45,IDS,IDS6,14,"	1.23","	5.37",noerror,NA,"standing on mom, back turned"
earlysocog-fm,s45,ADS,ADS8,15,"	3.62","	5.74",noerror,NA,"standing on mom, back turned"
earlysocog-fm,s45,IDS,IDS8,16,"	3.93","	6.06",noerror,NA,NA
earlysocog-fm,s47,training,train1,-2,"	2.20","	4.38",noerror,NA,NA
earlysocog-fm,s47,training,train2,-1,"	6.34","	9.45",noerror,NA,NA
earlysocog-fm,s47,IDS,IDS1,1,"	2.36","	4.45",noerror,NA,NA
earlysocog-fm,s47,ADS,ADS1,2,"	1.11","	3.24",noerror,NA,NA
earlysocog-fm,s47,IDS,IDS2,3,"	4.08","	7.95",noerror,NA,NA
earlysocog-fm,s47,ADS,ADS2,4,"	3.86","	6.02",noerror,NA,NA
earlysocog-fm,s47,ADS,ADS3,5,"	3.28","	5.50",noerror,NA,NA
earlysocog-fm,s47,IDS,IDS3,6,"	9.11","	11.32",noerror,NA,NA
earlysocog-fm,s47,IDS,IDS4,7,"	4.21","	6.33",noerror,NA,NA
earlysocog-fm,s47,ADS,ADS4,8,"	5.14","	7.26",noerror,NA,NA
earlysocog-fm,s47,ADS,ADS5,9,"	2.37","	4.52",noerror,NA,NA
earlysocog-fm,s47,IDS,IDS5,10,"	3.21","	5.30",noerror,NA,NA
earlysocog-fm,s47,ADS,ADS6,11,"	2.88","	5.01",noerror,NA,NA
earlysocog-fm,s47,IDS,IDS6,12,"	3.81","	5.92",noerror,NA,NA
earlysocog-fm,s47,IDS,IDS7,13,"	4.32","	7.45",noerror,NA,NA
earlysocog-fm,s47,ADS,ADS7,14,"	6.90","	11.74",noerror,NA,NA
earlysocog-fm,s47,ADS,ADS8,15,"	3.38","	5.66",noerror,NA,NA
earlysocog-fm,s47,IDS,IDS8,16,"	1.83","	4.55",noerror,NA,NA
earlysocog-fm,s49,training,train2,-2,"	14.82","	15.00",noerror,NA,NA
earlysocog-fm,s49,training,train1,-1,"	12.97","	15.00",noerror,NA,NA
earlysocog-fm,s49,ADS,ADS1,1,"	4.40","	6.59",noerror,NA,NA
earlysocog-fm,s49,IDS,IDS1,2,"	11.28","	13.87",noerror,NA,NA
earlysocog-fm,s49,ADS,ADS2,3,"	2.09","	4.19",noerror,NA,NA
earlysocog-fm,s49,IDS,IDS2,4,"	5.96","	8.00",noerror,NA,NA
earlysocog-fm,s49,IDS,IDS3,5,"	4.00","	7.50",noerror,NA,NA
earlysocog-fm,s49,ADS,ADS3,6,"	3.85","	6.77",noerror,NA,NA
earlysocog-fm,s49,ADS,ADS4,7,"	5.19","	8.48",noerror,NA,baby standing on mom
earlysocog-fm,s49,IDS,IDS4,8,"	3.37","	6.07",noerror,NA,baby standing on mom
earlysocog-fm,s49,IDS,IDS5,9,"	4.18","	7.80",noerror,NA,baby standing on mom
earlysocog-fm,s49,ADS,ADS5,10,"	2.83","	4.95",noerror,NA,baby standing on mom
earlysocog-fm,s49,IDS,IDS6,11,"	9.26","	11.37",noerror,NA,NA
earlysocog-fm,s49,ADS,ADS6,12,"	1.22","	3.34",noerror,NA,NA
earlysocog-fm,s49,ADS,ADS7,13,"	7.13","	9.26",noerror,NA,NA
earlysocog-fm,s49,IDS,IDS7,14,"	1.24","	3.50",noerror,NA,NA
earlysocog-fm,s49,IDS,IDS8,15,"	3.02","	8.17",noerror,NA,NA
earlysocog-fm,s49,ADS,ADS8,16,"	0.39","	2.58",noerror,NA,NA
earlysocog-fm,s51,training,train1,-2,"	14.80","	15.00",noerror,NA,NA
earlysocog-fm,s51,training,train2,-1,"	14.90","	15.00",noerror,NA,NA
earlysocog-fm,s51,IDS,IDS5,1,"	1.34","	3.40",noerror,NA,NA
earlysocog-fm,s51,ADS,ADS5,2,"	14.90","	15.00",noerror,NA,NA
earlysocog-fm,s51,ADS,ADS7,3,"	9.04","	11.17",noerror,NA,NA
earlysocog-fm,s51,IDS,IDS7,4,"	10.44","	12.51",noerror,NA,NA
earlysocog-fm,s51,ADS,ADS1,5,"	5.39","	7.50",noerror,NA,NA
earlysocog-fm,s51,IDS,IDS1,6,"	6.02","	8.07",noerror,NA,NA
earlysocog-fm,s51,ADS,ADS3,7,"	5.79","	7.89",noerror,NA,NA
earlysocog-fm,s51,IDS,IDS3,8,"	4.06","	6.31",noerror,NA,NA
earlysocog-fm,s51,ADS,ADS2,9,"	4.36","	6.39",noerror,NA,NA
earlysocog-fm,s51,IDS,IDS2,10,"	4.88","	6.95",noerror,NA,NA
earlysocog-fm,s51,IDS,IDS4,11,"	8.60","	12.25",noerror,NA,NA
earlysocog-fm,s51,ADS,ADS4,12,"	5.54","	7.58",noerror,NA,NA
earlysocog-fm,s51,IDS,IDS6,13,"	11.40","	15.01",noerror,NA,NA
earlysocog-fm,s51,ADS,ADS6,14,"	9.24","	11.38",noerror,NA,NA
earlysocog-fm,s51,IDS,IDS8,15,"	5.55","	9.85",noerror,NA,NA
earlysocog-fm,s51,ADS,ADS8,16,"	2.76","	5.54",noerror,NA,NA
earlysocog-fm,s02,training,train2,-2,"	1.51","	3.72",noerror,NA,NA
earlysocog-fm,s02,training,train1,-1,"	6.68","	9.02",noerror,NA,NA
earlysocog-fm,s02,ADS,ADS1,1,"	6.34","	8.53",noerror,NA,NA
earlysocog-fm,s02,IDS,IDS1,2,"	13.94","	15.01",noerror,NA,NA
earlysocog-fm,s02,ADS,ADS2,3,"	2.19","	4.40",error,NA,NA
earlysocog-fm,s02,IDS,IDS2,4,"	8.13","	14.34",error,NA,NA
earlysocog-fm,s02,IDS,IDS3,5,"	4.18","	7.33",error,NA,NA
earlysocog-fm,s02,ADS,ADS3,6,"	0.79","	2.83",error,NA,NA
earlysocog-fm,s02,ADS,ADS4,7,"	0.00","	2.00",error,NA,NA
earlysocog-fm,s02,IDS,IDS4,8,"	4.15","	6.58",error,NA,NA
earlysocog-fm,s02,IDS,IDS5,9,"	0.90","	3.43",error,NA,NA
earlysocog-fm,s02,ADS,ADS5,10,"	9.31","	11.70",error,NA,NA
earlysocog-fm,s02,IDS,IDS6,11,"	0.00","	2.00",error,NA,NA
earlysocog-fm,s02,ADS,ADS6,12,"	2.00","	4.32",error,NA,NA
earlysocog-fm,s02,ADS,ADS7,13,"	4.60","	6.90",error,NA,NA
earlysocog-fm,s02,IDS,IDS7,14,"	0.00","	2.01",error,NA,NA
earlysocog-fm,s02,IDS,IDS8,15,"	0.38","	2.66",error,NA,NA
earlysocog-fm,s02,ADS,ADS8,16,"	0.00","	2.00",error,NA,NA
earlysocog-fm,s06,training,train2,-2,"	9.18","	11.46",noerror,NA,baby eating graham crackers throughout 
earlysocog-fm,s06,training,train1,-1,"	7.34","	9.60",noerror,NA,baby eating graham crackers throughout 
earlysocog-fm,s06,ADS,ADS1,1,"	3.39","	7.09",noerror,NA,baby eating graham crackers throughout 
earlysocog-fm,s06,IDS,IDS1,2,"	1.38","	3.94",noerror,NA,baby eating graham crackers throughout 
earlysocog-fm,s06,ADS,ADS2,3,"	13.50","	15.01",noerror,NA,baby eating graham crackers throughout 
earlysocog-fm,s06,IDS,IDS2,4,"	0.00","	2.00",noerror,NA,distracted by knocking ipod off 
earlysocog-fm,s06,IDS,IDS3,5,"	13.38","	15.00",noerror,NA,NA
earlysocog-fm,s06,ADS,ADS3,6,"	0.00","	2.00",noerror,NA,NA
earlysocog-fm,s06,ADS,ADS4,7,"	6.14","	8.53",noerror,NA,dropped graham cracker
earlysocog-fm,s06,IDS,IDS4,8,"	0.00","	2.00",noerror,NA,baby re-positioned during 
earlysocog-fm,s06,IDS,IDS5,9,"	5.08","	8.92",noerror,NA,NA
earlysocog-fm,s06,ADS,ADS5,10,"	4.58","	6.89",noerror,NA,NA
earlysocog-fm,s06,IDS,IDS6,11,"	0.00","	2.00",noerror,NA,NA
earlysocog-fm,s06,ADS,ADS6,12,"	4.86","	7.29",error,baby re-positioned,NA
earlysocog-fm,s06,ADS,ADS7,13,"	0.00","	2.00",error,baby re-positioned,baby re-positioned during 
earlysocog-fm,s06,IDS,IDS7,14,"	0.00","	2.00",error,baby re-positioned,NA
earlysocog-fm,s06,IDS,IDS8,15,"	0.00","	2.00",error,baby re-positioned,NA
earlysocog-fm,s06,ADS,ADS8,16,NC,NC,noerror,NA,got fussy
earlysocog-fm,s07,training,train1,-2,"	13.56","	15.03",noerror,NA,NA
earlysocog-fm,s07,training,train2,-1,"	9.62","	15.00",noerror,NA,NA
earlysocog-fm,s07,IDS,IDS5,1,"	13.03","	15.01",noerror,NA,NA
earlysocog-fm,s07,ADS,ADS5,2,"	12.98","	15.02",noerror,NA,NA
earlysocog-fm,s07,ADS,ADS7,3,"	12.16","	14.86",noerror,NA,NA
earlysocog-fm,s07,IDS,IDS7,4,"	13.43","	15.00",noerror,NA,NA
earlysocog-fm,s07,ADS,ADS1,5,"	5.96","	9.19",noerror,NA,NA
earlysocog-fm,s07,IDS,IDS1,6,"	9.56","	11.83",noerror,NA,NA
earlysocog-fm,s07,ADS,ADS3,7,"	6.01","	8.38",noerror,NA,NA
earlysocog-fm,s07,IDS,IDS3,8,"	11.75","	15.01",noerror,NA,NA
earlysocog-fm,s07,ADS,ADS2,9,"	7.03","	9.30",noerror,NA,NA
earlysocog-fm,s07,IDS,IDS2,10,"	7.80","	14.01",noerror,NA,NA
earlysocog-fm,s07,IDS,IDS4,11,"	8.31","	12.29",noerror,NA,NA
earlysocog-fm,s07,ADS,ADS4,12,"	0.65","	3.11",noerror,NA,NA
earlysocog-fm,s07,IDS,IDS6,13,"	4.94","	8.09",noerror,NA,NA
earlysocog-fm,s07,ADS,ADS6,14,"	7.70","	14.64",noerror,NA,NA
earlysocog-fm,s07,IDS,IDS8,15,"	1.44","	3.88",noerror,NA,NA
earlysocog-fm,s07,ADS,ADS8,16,"	1.21","	4.19",noerror,NA,NA
earlysocog-fm,s12,training,train2,-2,"	0.88","	3.46",noerror,NA,NA
earlysocog-fm,s12,training,train1,-1,"	6.64","	8.91",noerror,NA,NA
earlysocog-fm,s12,ADS,ADS5,1,"	1.63","	4.68",noerror,NA,baby close to screen so eyes cut off
earlysocog-fm,s12,IDS,IDS5,2,"	1.59","	3.69",noerror,NA,baby close to screen so eyes cut off
earlysocog-fm,s12,IDS,IDS7,3,"	12.85","	15.00",noerror,NA,NA
earlysocog-fm,s12,ADS,ADS7,4,"	4.50","	6.80",noerror,NA,NA
earlysocog-fm,s12,IDS,IDS1,5,"	14.02","	15.00",noerror,NA,NA
earlysocog-fm,s12,ADS,ADS1,6,"	3.85","	6.81",noerror,NA,NA
earlysocog-fm,s12,IDS,IDS3,7,"	4.52","	7.24",noerror,NA,NA
earlysocog-fm,s12,ADS,ADS3,8,"	0.00","	2.00",noerror,NA,NA
earlysocog-fm,s12,IDS,IDS2,9,"	11.36","	13.89",noerror,NA,NA
earlysocog-fm,s12,ADS,ADS2,10,"	0.00","	2.00",noerror,NA,NA
earlysocog-fm,s12,ADS,ADS4,11,"	1.71","	5.58",noerror,NA,NA
earlysocog-fm,s12,IDS,IDS4,12,"	14.78","	15.00",noerror,NA,NA
earlysocog-fm,s12,ADS,ADS6,13,"	13.99","	15.00",noerror,NA,NA
earlysocog-fm,s12,IDS,IDS6,14,"	14.55","	15.00",noerror,NA,NA
earlysocog-fm,s12,ADS,ADS8,15,"	9.34","	12.28",noerror,NA,NA
earlysocog-fm,s12,IDS,IDS8,16,"	13.29","	15.00",noerror,NA,NA
earlysocog-fm,s33,training,train2,-2,"	6.70",8.91,noerror,NA,NA
earlysocog-fm,s33,training,train1,-1,"	5.31",7.41,noerror,NA,NA
earlysocog-fm,s33,ADS,ADS5,1,"	3.68",5.76,noerror,NA,NA
earlysocog-fm,s33,IDS,IDS5,2,"	13.47",15,noerror,NA,NA
earlysocog-fm,s33,IDS,IDS7,3,"	3.65",5.73,noerror,NA,NA
earlysocog-fm,s33,ADS,ADS7,4,"	3.73",5.9,noerror,NA,NA
earlysocog-fm,s33,IDS,IDS1,5,"	9.37",11.61,noerror,NA,NA
earlysocog-fm,s33,ADS,ADS1,6,"	2.81",4.95,noerror,NA,NA
earlysocog-fm,s33,IDS,IDS3,7,"	7.32",12.54,noerror,NA,NA
earlysocog-fm,s33,ADS,ADS3,8,"	2.48",5.56,noerror,NA,baby was fussy
earlysocog-fm,s33,IDS,IDS2,9,"	0.41",2.6,noerror,NA,baby was fussy
earlysocog-fm,s33,ADS,ADS2,10,"	3.83",5.87,noerror,NA,baby was fussy
earlysocog-fm,s33,ADS,ADS4,11,"	3.33",7.36,noerror,NA,baby was fussy
earlysocog-fm,s33,IDS,IDS4,12,"	1.79",3.87,noerror,NA,NA
earlysocog-fm,s33,ADS,ADS6,13,"	4.43",6.5,noerror,NA,baby was fussy
earlysocog-fm,s33,IDS,IDS6,14,"	1.40",4.45,noerror,NA,baby was fussy
earlysocog-fm,s33,ADS,ADS8,15,"	3.55",5.65,noerror,NA,NA
earlysocog-fm,s33,IDS,IDS8,16,"	1.03",3.13,noerror,NA,NA
